fips,adate,sutter_county,case_count,case_count_sex_f,case_count_low_ice,case_count_medicaid
6005,07041999,kpsc,22,20,10,10
6006,07041999,kpsc,20,18,9,9
6008,07041999,kpsc,17,15,7.5,7.5
6009,07041999,kpsc,16,14,7,7
6041,07041999,sutter,19,17,8.5,8.5
6001,07051999,kpsc,21,19,9.5,9.5
6003,07051999,kpsc,22,20,10,10
6005,07051999,kpsc,19,17,8.5,8.5
6006,07051999,kpsc,21,19,9.5,9.5
6008,07051999,kpsc,22,20,10,10
6009,07051999,kpsc,21,19,9.5,9.5
6041,07051999,sutter,21,19,9.5,9.5
6001,07061999,kpsc,19,17,8.5,8.5
6003,07061999,kpsc,18,16,8,8
6005,07061999,kpsc,22,20,10,10
6006,07061999,kpsc,21,19,9.5,9.5
6008,07061999,kpsc,21,19,9.5,9.5
6009,07061999,kpsc,19,17,8.5,8.5
6041,07061999,sutter,19,17,8.5,8.5
6001,07071999,kpsc,19,17,8.5,8.5
6003,07071999,kpsc,20,18,9,9
6005,07071999,kpsc,23,21,10.5,10.5
6006,07071999,kpsc,19,17,8.5,8.5
6008,07071999,kpsc,15,13,6.5,6.5
6009,07071999,kpsc,20,18,9,9
6041,07071999,sutter,21,19,9.5,9.5
6001,07081999,kpsc,16,14,7,7
6003,07081999,kpsc,20,18,9,9
6005,07081999,kpsc,21,19,9.5,9.5
6006,07081999,kpsc,20,18,9,9
6008,07081999,kpsc,15,13,6.5,6.5
6009,07081999,kpsc,22,20,10,10
6041,07081999,sutter,20,18,9,9
6001,07091999,kpsc,17,15,7.5,7.5
6003,07091999,kpsc,20,18,9,9
6005,07091999,kpsc,19,17,8.5,8.5
6006,07091999,kpsc,16,14,7,7
6008,07091999,kpsc,24,22,11,11
6009,07091999,kpsc,19,17,8.5,8.5
6041,07091999,sutter,22,20,10,10
6001,07101999,kpsc,18,16,8,8
6003,07101999,kpsc,17,15,7.5,7.5
6005,07101999,kpsc,19,17,8.5,8.5
6006,07101999,kpsc,20,18,9,9
6008,07101999,kpsc,19,17,8.5,8.5
6009,07101999,kpsc,16,14,7,7
6041,07101999,sutter,18,16,8,8
6001,07111999,kpsc,21,19,9.5,9.5
6003,07111999,kpsc,18,16,8,8
6005,07111999,kpsc,19,17,8.5,8.5
6006,07111999,kpsc,16,14,7,7
6008,07111999,kpsc,19,17,8.5,8.5
6009,07111999,kpsc,17,15,7.5,7.5
6041,07111999,sutter,22,20,10,10
6001,07121999,kpsc,18,16,8,8
6003,07121999,kpsc,20,18,9,9
6005,07121999,kpsc,21,19,9.5,9.5
6006,07121999,kpsc,19,17,8.5,8.5
6008,07121999,kpsc,18,16,8,8
6009,07121999,kpsc,23,21,10.5,10.5
6041,07121999,sutter,19,17,8.5,8.5
6001,07131999,kpsc,19,17,8.5,8.5
6003,07131999,kpsc,18,16,8,8
6005,07131999,kpsc,19,17,8.5,8.5
6006,07131999,kpsc,22,20,10,10
6008,07131999,kpsc,18,16,8,8
6009,07131999,kpsc,20,18,9,9
6041,07131999,sutter,22,20,10,10
6001,07141999,kpsc,21,19,9.5,9.5
6003,07141999,kpsc,20,18,9,9
6005,07141999,kpsc,22,20,10,10
6006,07141999,kpsc,17,15,7.5,7.5
6008,07141999,kpsc,20,18,9,9
6009,07141999,kpsc,18,16,8,8
6041,07141999,sutter,17,15,7.5,7.5
6001,07151999,kpsc,21,19,9.5,9.5
6003,07151999,kpsc,22,20,10,10
6005,07151999,kpsc,20,18,9,9
6006,07151999,kpsc,19,17,8.5,8.5
6008,07151999,kpsc,22,20,10,10
6009,07151999,kpsc,19,17,8.5,8.5
6041,07151999,sutter,20,18,9,9
6001,07161999,kpsc,21,19,9.5,9.5
6003,07161999,kpsc,19,17,8.5,8.5
6005,07161999,kpsc,22,20,10,10
6006,07161999,kpsc,19,17,8.5,8.5
6008,07161999,kpsc,21,19,9.5,9.5
6009,07161999,kpsc,21,19,9.5,9.5
6041,07161999,sutter,20,18,9,9
6001,07171999,kpsc,17,15,7.5,7.5
6003,07171999,kpsc,21,19,9.5,9.5
6005,07171999,kpsc,14,12,6,6
6006,07171999,kpsc,20,18,9,9
6008,07171999,kpsc,20,18,9,9
6009,07171999,kpsc,17,15,7.5,7.5
6041,07171999,sutter,20,18,9,9
6001,07181999,kpsc,19,17,8.5,8.5
6003,07181999,kpsc,20,18,9,9
6005,07181999,kpsc,18,16,8,8
6006,07181999,kpsc,18,16,8,8
6008,07181999,kpsc,18,16,8,8
6009,07181999,kpsc,18,16,8,8
6041,07181999,sutter,18,16,8,8
6001,07191999,kpsc,18,16,8,8
6003,07191999,kpsc,18,16,8,8
6005,07191999,kpsc,19,17,8.5,8.5
6006,07191999,kpsc,18,16,8,8
6008,07191999,kpsc,20,18,9,9
6009,07191999,kpsc,20,18,9,9
6041,07191999,sutter,17,15,7.5,7.5
6001,07201999,kpsc,21,19,9.5,9.5
6003,07201999,kpsc,19,17,8.5,8.5
6005,07201999,kpsc,22,20,10,10
6006,07201999,kpsc,16,14,7,7
6008,07201999,kpsc,20,18,9,9
6009,07201999,kpsc,21,19,9.5,9.5
6041,07201999,sutter,19,17,8.5,8.5
6001,07211999,kpsc,18,16,8,8
6003,07211999,kpsc,21,19,9.5,9.5
6005,07211999,kpsc,20,18,9,9
6006,07211999,kpsc,19,17,8.5,8.5
6008,07211999,kpsc,24,22,11,11
6009,07211999,kpsc,16,14,7,7
6041,07211999,sutter,19,17,8.5,8.5
6001,07221999,kpsc,19,17,8.5,8.5
6003,07221999,kpsc,20,18,9,9
6005,07221999,kpsc,20,18,9,9
6006,07221999,kpsc,25,23,11.5,11.5
6008,07221999,kpsc,20,18,9,9
6009,07221999,kpsc,23,21,10.5,10.5
6041,07221999,sutter,21,19,9.5,9.5
6001,07231999,kpsc,22,20,10,10
6003,07231999,kpsc,21,19,9.5,9.5
6005,07231999,kpsc,19,17,8.5,8.5
6006,07231999,kpsc,23,21,10.5,10.5
6008,07231999,kpsc,21,19,9.5,9.5
6009,07231999,kpsc,20,18,9,9
6041,07231999,sutter,21,19,9.5,9.5
6001,07241999,kpsc,22,20,10,10
6003,07241999,kpsc,20,18,9,9
6005,07241999,kpsc,18,16,8,8
6006,07241999,kpsc,18,16,8,8
6008,07241999,kpsc,22,20,10,10
6009,07241999,kpsc,20,18,9,9
6041,07241999,sutter,21,19,9.5,9.5
6001,07251999,kpsc,17,15,7.5,7.5
6003,07251999,kpsc,20,18,9,9
6005,07251999,kpsc,19,17,8.5,8.5
6006,07251999,kpsc,19,17,8.5,8.5
6008,07251999,kpsc,18,16,8,8
6009,07251999,kpsc,21,19,9.5,9.5
6041,07251999,sutter,19,17,8.5,8.5
6001,07261999,kpsc,20,18,9,9
6003,07261999,kpsc,22,20,10,10
6005,07261999,kpsc,22,20,10,10
6006,07261999,kpsc,21,19,9.5,9.5
6008,07261999,kpsc,19,17,8.5,8.5
6009,07261999,kpsc,20,18,9,9
6041,07261999,sutter,20,18,9,9
6001,07271999,kpsc,16,14,7,7
6003,07271999,kpsc,19,17,8.5,8.5
6005,07271999,kpsc,18,16,8,8
6006,07271999,kpsc,19,17,8.5,8.5
6008,07271999,kpsc,16,14,7,7
6009,07271999,kpsc,14,12,6,6
6041,07271999,sutter,17,15,7.5,7.5
6001,07281999,kpsc,23,21,10.5,10.5
6003,07281999,kpsc,20,18,9,9
6005,07281999,kpsc,20,18,9,9
6006,07281999,kpsc,17,15,7.5,7.5
6008,07281999,kpsc,18,16,8,8
6009,07281999,kpsc,17,15,7.5,7.5
6041,07281999,sutter,19,17,8.5,8.5
6001,07291999,kpsc,21,19,9.5,9.5
6003,07291999,kpsc,21,19,9.5,9.5
6005,07291999,kpsc,22,20,10,10
6006,07291999,kpsc,19,17,8.5,8.5
6008,07291999,kpsc,18,16,8,8
6009,07291999,kpsc,15,13,6.5,6.5
6041,07291999,sutter,20,18,9,9
6001,07301999,kpsc,19,17,8.5,8.5
6003,07301999,kpsc,18,16,8,8
6005,07301999,kpsc,22,20,10,10
6006,07301999,kpsc,19,17,8.5,8.5
6008,07301999,kpsc,18,16,8,8
6009,07301999,kpsc,22,20,10,10
6041,07301999,sutter,21,19,9.5,9.5
6001,07311999,kpsc,21,19,9.5,9.5
6003,07311999,kpsc,21,19,9.5,9.5
6005,07311999,kpsc,20,18,9,9
6006,07311999,kpsc,22,20,10,10
6008,07311999,kpsc,22,20,10,10
6009,07311999,kpsc,19,17,8.5,8.5
6041,07311999,sutter,21,19,9.5,9.5
6001,08011999,kpsc,21,19,9.5,9.5
6003,08011999,kpsc,19,17,8.5,8.5
6005,08011999,kpsc,19,17,8.5,8.5
6006,08011999,kpsc,18,16,8,8
6008,08011999,kpsc,20,18,9,9
6009,08011999,kpsc,25,23,11.5,11.5
6041,08011999,sutter,19,17,8.5,8.5
6001,08021999,kpsc,22,20,10,10
6003,08021999,kpsc,18,16,8,8
6005,08021999,kpsc,15,13,6.5,6.5
6006,08021999,kpsc,19,17,8.5,8.5
6008,08021999,kpsc,20,18,9,9
6009,08021999,kpsc,22,20,10,10
6041,08021999,sutter,21,19,9.5,9.5
6001,08031999,kpsc,18,16,8,8
6003,08031999,kpsc,19,17,8.5,8.5
6005,08031999,kpsc,18,16,8,8
6006,08031999,kpsc,18,16,8,8
6008,08031999,kpsc,18,16,8,8
6009,08031999,kpsc,17,15,7.5,7.5
6041,08031999,sutter,17,15,7.5,7.5
6001,08041999,kpsc,24,22,11,11
6003,08041999,kpsc,21,19,9.5,9.5
6005,08041999,kpsc,18,16,8,8
6006,08041999,kpsc,20,18,9,9
6008,08041999,kpsc,19,17,8.5,8.5
6009,08041999,kpsc,21,19,9.5,9.5
6041,08041999,sutter,18,16,8,8
6001,08051999,kpsc,15,13,6.5,6.5
6003,08051999,kpsc,21,19,9.5,9.5
6005,08051999,kpsc,21,19,9.5,9.5
6006,08051999,kpsc,19,17,8.5,8.5
6008,08051999,kpsc,23,21,10.5,10.5
6009,08051999,kpsc,19,17,8.5,8.5
6041,08051999,sutter,20,18,9,9
6001,08061999,kpsc,15,13,6.5,6.5
6003,08061999,kpsc,24,22,11,11
6005,08061999,kpsc,19,17,8.5,8.5
6006,08061999,kpsc,17,15,7.5,7.5
6008,08061999,kpsc,21,19,9.5,9.5
6009,08061999,kpsc,20,18,9,9
6041,08061999,sutter,23,21,10.5,10.5
6001,08071999,kpsc,20,18,9,9
6003,08071999,kpsc,21,19,9.5,9.5
6005,08071999,kpsc,20,18,9,9
6006,08071999,kpsc,24,22,11,11
6008,08071999,kpsc,19,17,8.5,8.5
6009,08071999,kpsc,19,17,8.5,8.5
6041,08071999,sutter,19,17,8.5,8.5
6001,08081999,kpsc,22,20,10,10
6003,08081999,kpsc,22,20,10,10
6005,08081999,kpsc,19,17,8.5,8.5
6006,08081999,kpsc,20,18,9,9
6008,08081999,kpsc,23,21,10.5,10.5
6009,08081999,kpsc,24,22,11,11
6041,08081999,sutter,25,23,11.5,11.5
6001,08091999,kpsc,20,18,9,9
6003,08091999,kpsc,23,21,10.5,10.5
6005,08091999,kpsc,19,17,8.5,8.5
6006,08091999,kpsc,18,16,8,8
6008,08091999,kpsc,21,19,9.5,9.5
6009,08091999,kpsc,20,18,9,9
6041,08091999,sutter,18,16,8,8
6001,08101999,kpsc,20,18,9,9
6003,08101999,kpsc,17,15,7.5,7.5
6005,08101999,kpsc,20,18,9,9
6006,08101999,kpsc,20,18,9,9
6008,08101999,kpsc,23,21,10.5,10.5
6009,08101999,kpsc,22,20,10,10
6041,08101999,sutter,20,18,9,9
6001,08111999,kpsc,23,21,10.5,10.5
6003,08111999,kpsc,19,17,8.5,8.5
6005,08111999,kpsc,19,17,8.5,8.5
6006,08111999,kpsc,18,16,8,8
6008,08111999,kpsc,20,18,9,9
6009,08111999,kpsc,18,16,8,8
6041,08111999,sutter,20,18,9,9
6001,08121999,kpsc,19,17,8.5,8.5
6003,08121999,kpsc,20,18,9,9
6005,08121999,kpsc,15,13,6.5,6.5
6006,08121999,kpsc,22,20,10,10
6008,08121999,kpsc,18,16,8,8
6009,08121999,kpsc,18,16,8,8
6041,08121999,sutter,18,16,8,8
6001,08131999,kpsc,21,19,9.5,9.5
6003,08131999,kpsc,20,18,9,9
6005,08131999,kpsc,18,16,8,8
6006,08131999,kpsc,19,17,8.5,8.5
6008,08131999,kpsc,19,17,8.5,8.5
6009,08131999,kpsc,22,20,10,10
6041,08131999,sutter,22,20,10,10
6001,08141999,kpsc,21,19,9.5,9.5
6003,08141999,kpsc,20,18,9,9
6005,08141999,kpsc,19,17,8.5,8.5
6006,08141999,kpsc,16,14,7,7
6008,08141999,kpsc,19,17,8.5,8.5
6009,08141999,kpsc,20,18,9,9
6041,08141999,sutter,21,19,9.5,9.5
6001,08151999,kpsc,19,17,8.5,8.5
6003,08151999,kpsc,18,16,8,8
6005,08151999,kpsc,19,17,8.5,8.5
6006,08151999,kpsc,19,17,8.5,8.5
6008,08151999,kpsc,19,17,8.5,8.5
6009,08151999,kpsc,22,20,10,10
6041,08151999,sutter,17,15,7.5,7.5
6001,08161999,kpsc,18,16,8,8
6003,08161999,kpsc,20,18,9,9
6005,08161999,kpsc,20,18,9,9
6006,08161999,kpsc,16,14,7,7
6008,08161999,kpsc,16,14,7,7
6009,08161999,kpsc,19,17,8.5,8.5
6041,08161999,sutter,15,13,6.5,6.5
6001,08171999,kpsc,20,18,9,9
6003,08171999,kpsc,20,18,9,9
6005,08171999,kpsc,21,19,9.5,9.5
6006,08171999,kpsc,20,18,9,9
6008,08171999,kpsc,18,16,8,8
6009,08171999,kpsc,20,18,9,9
6041,08171999,sutter,22,20,10,10
6001,08181999,kpsc,17,15,7.5,7.5
6003,08181999,kpsc,19,17,8.5,8.5
6005,08181999,kpsc,16,14,7,7
6006,08181999,kpsc,20,18,9,9
6008,08181999,kpsc,21,19,9.5,9.5
6009,08181999,kpsc,17,15,7.5,7.5
6041,08181999,sutter,20,18,9,9
6001,08191999,kpsc,18,16,8,8
6003,08191999,kpsc,18,16,8,8
6005,08191999,kpsc,19,17,8.5,8.5
6006,08191999,kpsc,23,21,10.5,10.5
6008,08191999,kpsc,18,16,8,8
6009,08191999,kpsc,21,19,9.5,9.5
6041,08191999,sutter,20,18,9,9
6001,08201999,kpsc,22,20,10,10
6003,08201999,kpsc,18,16,8,8
6005,08201999,kpsc,22,20,10,10
6006,08201999,kpsc,19,17,8.5,8.5
6008,08201999,kpsc,20,18,9,9
6009,08201999,kpsc,20,18,9,9
6041,08201999,sutter,17,15,7.5,7.5
6001,08211999,kpsc,19,17,8.5,8.5
6003,08211999,kpsc,18,16,8,8
6005,08211999,kpsc,20,18,9,9
6006,08211999,kpsc,21,19,9.5,9.5
6008,08211999,kpsc,19,17,8.5,8.5
6009,08211999,kpsc,15,13,6.5,6.5
6041,08211999,sutter,16,14,7,7
6001,08221999,kpsc,21,19,9.5,9.5
6003,08221999,kpsc,17,15,7.5,7.5
6005,08221999,kpsc,21,19,9.5,9.5
6006,08221999,kpsc,24,22,11,11
6008,08221999,kpsc,20,18,9,9
6009,08221999,kpsc,19,17,8.5,8.5
6041,08221999,sutter,18,16,8,8
6001,08231999,kpsc,19,17,8.5,8.5
6003,08231999,kpsc,18,16,8,8
6005,08231999,kpsc,17,15,7.5,7.5
6006,08231999,kpsc,18,16,8,8
6008,08231999,kpsc,22,20,10,10
6009,08231999,kpsc,21,19,9.5,9.5
6041,08231999,sutter,17,15,7.5,7.5
6001,08241999,kpsc,20,18,9,9
6003,08241999,kpsc,19,17,8.5,8.5
6005,08241999,kpsc,17,15,7.5,7.5
6006,08241999,kpsc,21,19,9.5,9.5
6008,08241999,kpsc,20,18,9,9
6009,08241999,kpsc,19,17,8.5,8.5
6041,08241999,sutter,17,15,7.5,7.5
6001,08251999,kpsc,18,16,8,8
6003,08251999,kpsc,21,19,9.5,9.5
6005,08251999,kpsc,21,19,9.5,9.5
6006,08251999,kpsc,23,21,10.5,10.5
6008,08251999,kpsc,23,21,10.5,10.5
6009,08251999,kpsc,18,16,8,8
6041,08251999,sutter,22,20,10,10
6001,08261999,kpsc,20,18,9,9
6003,08261999,kpsc,18,16,8,8
6005,08261999,kpsc,19,17,8.5,8.5
6006,08261999,kpsc,19,17,8.5,8.5
6008,08261999,kpsc,15,13,6.5,6.5
6009,08261999,kpsc,20,18,9,9
6041,08261999,sutter,21,19,9.5,9.5
6001,08271999,kpsc,18,16,8,8
6003,08271999,kpsc,19,17,8.5,8.5
6005,08271999,kpsc,20,18,9,9
6006,08271999,kpsc,19,17,8.5,8.5
6008,08271999,kpsc,23,21,10.5,10.5
6009,08271999,kpsc,18,16,8,8
6041,08271999,sutter,20,18,9,9
6001,08281999,kpsc,19,17,8.5,8.5
6003,08281999,kpsc,18,16,8,8
6005,08281999,kpsc,16,14,7,7
6006,08281999,kpsc,19,17,8.5,8.5
6008,08281999,kpsc,21,19,9.5,9.5
6009,08281999,kpsc,22,20,10,10
6041,08281999,sutter,18,16,8,8
6001,08291999,kpsc,21,19,9.5,9.5
6003,08291999,kpsc,21,19,9.5,9.5
6005,08291999,kpsc,21,19,9.5,9.5
6006,08291999,kpsc,17,15,7.5,7.5
6008,08291999,kpsc,23,21,10.5,10.5
6009,08291999,kpsc,17,15,7.5,7.5
6041,08291999,sutter,21,19,9.5,9.5
6001,08301999,kpsc,24,22,11,11
6003,08301999,kpsc,21,19,9.5,9.5
6005,08301999,kpsc,17,15,7.5,7.5
6006,08301999,kpsc,20,18,9,9
6008,08301999,kpsc,18,16,8,8
6009,08301999,kpsc,19,17,8.5,8.5
6041,08301999,sutter,19,17,8.5,8.5
6001,08311999,kpsc,22,20,10,10
6003,08311999,kpsc,18,16,8,8
6005,08311999,kpsc,21,19,9.5,9.5
6006,08311999,kpsc,19,17,8.5,8.5
6008,08311999,kpsc,17,15,7.5,7.5
6009,08311999,kpsc,18,16,8,8
6041,08311999,sutter,20,18,9,9
6001,09011999,kpsc,18,16,8,8
6003,09011999,kpsc,20,18,9,9
6005,09011999,kpsc,19,17,8.5,8.5
6006,09011999,kpsc,25,23,11.5,11.5
6008,09011999,kpsc,17,15,7.5,7.5
6009,09011999,kpsc,19,17,8.5,8.5
6041,09011999,sutter,18,16,8,8
6001,09021999,kpsc,21,19,9.5,9.5
6003,09021999,kpsc,22,20,10,10
6005,09021999,kpsc,21,19,9.5,9.5
6006,09021999,kpsc,17,15,7.5,7.5
6008,09021999,kpsc,23,21,10.5,10.5
6009,09021999,kpsc,18,16,8,8
6041,09021999,sutter,23,21,10.5,10.5
6001,09031999,kpsc,20,18,9,9
6003,09031999,kpsc,19,17,8.5,8.5
6005,09031999,kpsc,23,21,10.5,10.5
6006,09031999,kpsc,22,20,10,10
6008,09031999,kpsc,22,20,10,10
6009,09031999,kpsc,22,20,10,10
6041,09031999,sutter,22,20,10,10
6001,09041999,kpsc,20,18,9,9
6003,09041999,kpsc,19,17,8.5,8.5
6005,09041999,kpsc,20,18,9,9
6006,09041999,kpsc,17,15,7.5,7.5
6008,09041999,kpsc,21,19,9.5,9.5
6009,09041999,kpsc,17,15,7.5,7.5
6041,09041999,sutter,20,18,9,9
6001,09051999,kpsc,20,18,9,9
6003,09051999,kpsc,22,20,10,10
6005,09051999,kpsc,16,14,7,7
6006,09051999,kpsc,22,20,10,10
6008,09051999,kpsc,21,19,9.5,9.5
6009,09051999,kpsc,19,17,8.5,8.5
6041,09051999,sutter,20,18,9,9
6001,09061999,kpsc,17,15,7.5,7.5
6003,09061999,kpsc,16,14,7,7
6005,09061999,kpsc,17,15,7.5,7.5
6006,09061999,kpsc,20,18,9,9
6008,09061999,kpsc,20,18,9,9
6009,09061999,kpsc,20,18,9,9
6041,09061999,sutter,18,16,8,8
6001,09071999,kpsc,18,16,8,8
6003,09071999,kpsc,17,15,7.5,7.5
6005,09071999,kpsc,19,17,8.5,8.5
6006,09071999,kpsc,17,15,7.5,7.5
6008,09071999,kpsc,21,19,9.5,9.5
6009,09071999,kpsc,21,19,9.5,9.5
6041,09071999,sutter,19,17,8.5,8.5
6001,09081999,kpsc,20,18,9,9
6003,09081999,kpsc,21,19,9.5,9.5
6005,09081999,kpsc,22,20,10,10
6006,09081999,kpsc,20,18,9,9
6008,09081999,kpsc,19,17,8.5,8.5
6009,09081999,kpsc,21,19,9.5,9.5
6041,09081999,sutter,21,19,9.5,9.5
6001,09091999,kpsc,21,19,9.5,9.5
6003,09091999,kpsc,23,21,10.5,10.5
6005,09091999,kpsc,18,16,8,8
6006,09091999,kpsc,19,17,8.5,8.5
6008,09091999,kpsc,18,16,8,8
6009,09091999,kpsc,20,18,9,9
6041,09091999,sutter,15,13,6.5,6.5
6001,09101999,kpsc,22,20,10,10
6003,09101999,kpsc,22,20,10,10
6005,09101999,kpsc,19,17,8.5,8.5
6006,09101999,kpsc,15,13,6.5,6.5
6008,09101999,kpsc,19,17,8.5,8.5
6009,09101999,kpsc,21,19,9.5,9.5
6041,09101999,sutter,23,21,10.5,10.5
6001,09111999,kpsc,23,21,10.5,10.5
6003,09111999,kpsc,20,18,9,9
6005,09111999,kpsc,18,16,8,8
6006,09111999,kpsc,22,20,10,10
6008,09111999,kpsc,22,20,10,10
6009,09111999,kpsc,22,20,10,10
6041,09111999,sutter,22,20,10,10
6001,09121999,kpsc,14,12,6,6
6003,09121999,kpsc,20,18,9,9
6005,09121999,kpsc,19,17,8.5,8.5
6006,09121999,kpsc,20,18,9,9
6008,09121999,kpsc,21,19,9.5,9.5
6009,09121999,kpsc,20,18,9,9
6041,09121999,sutter,19,17,8.5,8.5
6001,09131999,kpsc,19,17,8.5,8.5
6003,09131999,kpsc,19,17,8.5,8.5
6005,09131999,kpsc,19,17,8.5,8.5
6006,09131999,kpsc,20,18,9,9
6008,09131999,kpsc,18,16,8,8
6009,09131999,kpsc,17,15,7.5,7.5
6041,09131999,sutter,19,17,8.5,8.5
6001,09141999,kpsc,18,16,8,8
6003,09141999,kpsc,20,18,9,9
6005,09141999,kpsc,18,16,8,8
6006,09141999,kpsc,21,19,9.5,9.5
6008,09141999,kpsc,18,16,8,8
6009,09141999,kpsc,20,18,9,9
6041,09141999,sutter,18,16,8,8
6001,09151999,kpsc,17,15,7.5,7.5
6003,09151999,kpsc,20,18,9,9
6005,09151999,kpsc,20,18,9,9
6006,09151999,kpsc,23,21,10.5,10.5
6008,09151999,kpsc,20,18,9,9
6009,09151999,kpsc,22,20,10,10
6041,09151999,sutter,21,19,9.5,9.5
6001,09161999,kpsc,19,17,8.5,8.5
6003,09161999,kpsc,16,14,7,7
6005,09161999,kpsc,19,17,8.5,8.5
6006,09161999,kpsc,18,16,8,8
6008,09161999,kpsc,20,18,9,9
6009,09161999,kpsc,19,17,8.5,8.5
6041,09161999,sutter,24,22,11,11
6001,09171999,kpsc,17,15,7.5,7.5
6003,09171999,kpsc,21,19,9.5,9.5
6005,09171999,kpsc,21,19,9.5,9.5
6006,09171999,kpsc,22,20,10,10
6008,09171999,kpsc,17,15,7.5,7.5
6009,09171999,kpsc,22,20,10,10
6041,09171999,sutter,20,18,9,9
6001,09181999,kpsc,20,18,9,9
6003,09181999,kpsc,19,17,8.5,8.5
6005,09181999,kpsc,16,14,7,7
6006,09181999,kpsc,18,16,8,8
6008,09181999,kpsc,17,15,7.5,7.5
6009,09181999,kpsc,21,19,9.5,9.5
6041,09181999,sutter,19,17,8.5,8.5
6001,09191999,kpsc,20,18,9,9
6003,09191999,kpsc,17,15,7.5,7.5
6005,09191999,kpsc,20,18,9,9
6006,09191999,kpsc,21,19,9.5,9.5
6008,09191999,kpsc,17,15,7.5,7.5
6009,09191999,kpsc,19,17,8.5,8.5
6041,09191999,sutter,17,15,7.5,7.5
6001,09201999,kpsc,20,18,9,9
6003,09201999,kpsc,21,19,9.5,9.5
6005,09201999,kpsc,21,19,9.5,9.5
6006,09201999,kpsc,21,19,9.5,9.5
6008,09201999,kpsc,18,16,8,8
6009,09201999,kpsc,21,19,9.5,9.5
6041,09201999,sutter,21,19,9.5,9.5
6001,09211999,kpsc,19,17,8.5,8.5
6003,09211999,kpsc,18,16,8,8
6005,09211999,kpsc,21,19,9.5,9.5
6006,09211999,kpsc,20,18,9,9
6008,09211999,kpsc,20,18,9,9
6009,09211999,kpsc,16,14,7,7
6041,09211999,sutter,21,19,9.5,9.5
6001,09221999,kpsc,23,21,10.5,10.5
6003,09221999,kpsc,17,15,7.5,7.5
6005,09221999,kpsc,21,19,9.5,9.5
6006,09221999,kpsc,17,15,7.5,7.5
6008,09221999,kpsc,21,19,9.5,9.5
6009,09221999,kpsc,19,17,8.5,8.5
6041,09221999,sutter,21,19,9.5,9.5
6001,09231999,kpsc,18,16,8,8
6003,09231999,kpsc,22,20,10,10
6005,09231999,kpsc,21,19,9.5,9.5
6006,09231999,kpsc,18,16,8,8
6008,09231999,kpsc,21,19,9.5,9.5
6009,09231999,kpsc,16,14,7,7
6041,09231999,sutter,19,17,8.5,8.5
6001,09241999,kpsc,19,17,8.5,8.5
6003,09241999,kpsc,19,17,8.5,8.5
6005,09241999,kpsc,19,17,8.5,8.5
6006,09241999,kpsc,21,19,9.5,9.5
6008,09241999,kpsc,19,17,8.5,8.5
6009,09241999,kpsc,20,18,9,9
6041,09241999,sutter,19,17,8.5,8.5
6001,09251999,kpsc,19,17,8.5,8.5
6003,09251999,kpsc,15,13,6.5,6.5
6005,09251999,kpsc,21,19,9.5,9.5
6006,09251999,kpsc,17,15,7.5,7.5
6008,09251999,kpsc,19,17,8.5,8.5
6009,09251999,kpsc,20,18,9,9
6041,09251999,sutter,18,16,8,8
6001,09261999,kpsc,19,17,8.5,8.5
6003,09261999,kpsc,19,17,8.5,8.5
6005,09261999,kpsc,22,20,10,10
6006,09261999,kpsc,21,19,9.5,9.5
6008,09261999,kpsc,13,11,5.5,5.5
6009,09261999,kpsc,20,18,9,9
6041,09261999,sutter,22,20,10,10
6001,09271999,kpsc,23,21,10.5,10.5
6003,09271999,kpsc,18,16,8,8
6005,09271999,kpsc,16,14,7,7
6006,09271999,kpsc,21,19,9.5,9.5
6008,09271999,kpsc,21,19,9.5,9.5
6009,09271999,kpsc,22,20,10,10
6041,09271999,sutter,19,17,8.5,8.5
6001,09281999,kpsc,21,19,9.5,9.5
6003,09281999,kpsc,23,21,10.5,10.5
6005,09281999,kpsc,23,21,10.5,10.5
6006,09281999,kpsc,16,14,7,7
6008,09281999,kpsc,21,19,9.5,9.5
6009,09281999,kpsc,19,17,8.5,8.5
6041,09281999,sutter,20,18,9,9
6001,09291999,kpsc,18,16,8,8
6003,09291999,kpsc,20,18,9,9
6005,09291999,kpsc,20,18,9,9
6006,09291999,kpsc,18,16,8,8
6008,09291999,kpsc,22,20,10,10
6009,09291999,kpsc,22,20,10,10
6041,09291999,sutter,19,17,8.5,8.5
6001,09301999,kpsc,19,17,8.5,8.5
6003,09301999,kpsc,22,20,10,10
6005,09301999,kpsc,20,18,9,9
6006,09301999,kpsc,20,18,9,9
6008,09301999,kpsc,18,16,8,8
6009,09301999,kpsc,19,17,8.5,8.5
6041,09301999,sutter,24,22,11,11
6001,10011999,kpsc,21,19,9.5,9.5
6003,10011999,kpsc,17,15,7.5,7.5
6005,10011999,kpsc,18,16,8,8
6006,10011999,kpsc,16,14,7,7
6008,10011999,kpsc,19,17,8.5,8.5
6009,10011999,kpsc,19,17,8.5,8.5
6041,10011999,sutter,21,19,9.5,9.5
6001,10021999,kpsc,22,20,10,10
6003,10021999,kpsc,20,18,9,9
6005,10021999,kpsc,20,18,9,9
6006,10021999,kpsc,17,15,7.5,7.5
6008,10021999,kpsc,19,17,8.5,8.5
6009,10021999,kpsc,18,16,8,8
6041,10021999,sutter,19,17,8.5,8.5
6001,10031999,kpsc,21,19,9.5,9.5
6003,10031999,kpsc,21,19,9.5,9.5
